x,y
2018,79.0292682926829
2019,79.2292682926829
2020,78.2268292682927
1960,69.0640731707317
1961,69.6448780487805
1962,69.7992195121951
1963,69.9140731707317
1964,70.4355609756098
1965,70.4103658536585
1966,70.5215853658537
1967,70.7317317073171
1968,70.3784634146342
1969,70.2288048780488
1970,70.4471951219512
1971,70.676756097561
1972,70.9067073170732
1973,71.1128048780488
1974,71.4189268292683
1975,71.259243902439
1976,71.7122195121951
1977,72.3073170731707
1978,72.2904146341464
1979,72.6301707317073
1980,72.8003170731707
1981,73.0402195121951
1982,73.3331463414634
1983,73.6221463414634
1984,74.0722926829268
1985,74.1890975609756
1986,74.3968292682927
1987,74.8070243902439
1988,74.9987317073171
1989,75.1915365853659
1990,75.0856341463415
1991,75.319512195122
1992,75.819512195122
1993,75.8707317073171
1994,76.2707317073171
1995,76.4219512195122
1996,76.6731707317073
1997,77.0731707317073
1998,77.4756097560976
1999,77.7268292682927
2000,77.9268292682927
2001,78.3292682926829
2002,78.2292682926829
2003,78.3804878048781
2004,78.6804878048781
2005,78.9317073170732
2006,79.1317073170732
2007,79.5341463414634
2008,79.7365853658537
2009,79.8365853658537
2010,79.9878048780488
2011,80.4365853658537
2012,80.5390243902439
2013,80.490243902439
2014,81.090243902439
2015,80.6414634146341
2016,80.990243902439
2017,80.9926829268293
2018,80.8926829268293
2019,81.2926829268293
2020,80.9414634146342
1960,43.429
1961,43.721
1962,44.088
1963,44.414
1964,44.667
1965,45.088
1966,45.474
1967,45.907
1968,46.438
1969,46.982
1970,47.511
1971,47.358
1972,48.528
1973,49.119
1974,49.524
1975,49.87
1976,50.058
1977,50.568
1978,51.049
1979,51.518
1980,51.947
1981,52.262
1982,52.765
1983,53.18
1984,53.703
1985,54.067
1986,54.481
1987,54.775
1988,55.161
1989,55.273
1990,55.498
1991,55.156
1992,54.452
1993,55.774
1994,55.505
1995,56.302
1996,56.186
1997,55.967
1998,56.176
1999,56.427
2000,56.573
2001,56.903
2002,57.215
2003,57.595
2004,57.759
2005,58.316
2006,58.715
2007,59.024
2008,59.365
2009,59.673
2010,60.259
2011,60.433
2012,60.848
2013,61.221
2014,61.641
2015,61.957
2016,62.191
2017,62.797
2018,63.038
2019,63.085
2020,62.694
1982,71.4634146341463
1987,71.9634146341463
1992,73.9512195121951
1997,75.9512195121951
2002,76.5975609756098
1960,72.1765853658537
1961,72.4382926829268
1962,72.319756097561
1963,72.4004878048781
1964,72.4851219512195
1965,72.3707317073171
1966,72.4441463414634
1967,72.9221951219512
1968,73.1214634146341
1969,73.2209756097561
1970,73.3434146341463
1971,73.4146341463415
1972,73.4390243902439
1973,73.6821951219512
1974,73.8082926829268
1975,74.0751219512195
1976,73.739756097561
1977,74.6324390243903
1978,74.3929268292683
1979,74.2192682926829
1980,74.1017073170732
1981,74.2304878048781
1982,74.5512195121951
1983,74.4204878048781
1984,74.5621951219512
1985,74.4275609756098
1986,74.579756097561
1987,74.6912195121951
1988,74.7717073170732
1989,74.799756097561
1990,74.8053658536585
1991,75.1578048780488
1992,75.1941463414634
1993,75.1168292682927
1994,75.3751219512195
1995,75.2126829268293
1996,75.5914634146342
1997,75.9451219512195
1998,76.1390243902439
1999,76.3414634146341
2000,76.5926829268293
2001,76.7926829268293
2002,76.8951219512195
2003,77.1439024390244
2004,77.4926829268293
2005,77.8439024390244
2006,78.0951219512195
2007,78.1951219512195
2008,78.4463414634146
2009,78.5975609756098
2010,79.1
2011,79.8
2012,80.0512195121951
2013,80.3
2014,80.7
2015,80.7024390243902
2016,80.8536585365854
2017,81.1024390243903
2018,80.9536585365854
2019,81.4512195121951
2020,81.5512195121951
1960,50.264
1961,50.84
1962,51.411
1963,51.799
1964,52.542
1965,50.864
1966,53.666
1967,54.289
1968,54.894
1969,55.513
1970,56.145
1971,56.782
1972,57.417
1973,58.042
1974,58.65
1975,59.236
1976,59.791
1977,60.319
1978,60.822
1979,60.753
1980,61.754
1981,62.194
1982,62.648
1983,63.109
1984,63.602
1985,64.139
1986,64.727
1987,65.339
1988,65.951
1989,66.546
1990,67.11
1991,67.625
1992,68.084
1993,68.472
1994,68.792
1995,68.988
1996,69.097
1997,69.166
1998,69.096
1999,69.279
2000,69.423
2001,69.642
2002,69.923
2003,70.265
2004,70.331
2005,70.875
2006,71.165
2007,71.371
2008,71.658
2009,71.871
2010,72.093
2011,72.221
2012,72.514
2013,72.713
2014,72.867
2015,72.953
2016,72.987
2017,73.063
2018,73.232
2019,73.577
2020,72.889
1960,40.532
1961,40.516
1962,39.323
1963,42.908
1964,42.788
1965,42.714
1966,42.543
1967,42.568
1968,42.642
1969,42.781
1970,43.16
1971,43.67
1972,44.346
1973,45.079
1974,46.034
1975,46.972
1976,47.985
1977,49.191
1978,50.353
1979,51.755
1980,53.261
1981,55.276
1982,57.428
1983,59.51
1984,61.658
1985,63.588
1986,65.159
1987,65.83
1988,66.971
1989,67.085
1990,67.416
1991,67.688
1992,67.757
1993,67.719
1994,67.361
1995,67.454
1996,68.749
1997,69.171
1998,69.451
1999,70.032
2000,70.478
2001,70.823
2002,71.23
2003,71.287
2004,71.762
2005,72.061
2006,72.334
2007,72.602
2008,72.941
2009,73.62
2010,73.808
2011,74.123
2012,74.202
2013,74.615
2014,75.11
2015,75.622
2016,75.732
2017,75.743
2018,76.066
2019,76.474
2020,74.453
1960,37.7537945814627
1961,43.3585120019315
1962,51.1277099920251
1963,51.6308907372981
1964,52.3591912953668
1965,52.2875460919794
1966,53.4625878430862
1967,54.3375064690678
1968,54.8183636331816
1969,55.5255509327653
1970,56.2373256168269
1971,57.0899543173832
1972,57.6888696842079
1973,58.6446471138369
1974,59.2895400460587
1975,60.0507695083806
1976,60.8855901846147
1977,61.6379187976615
1978,62.2697421777676
1979,62.886836480733
1980,63.4386666245114
1981,63.9394633465039
1982,64.4225873429697
1983,64.843557185271
1984,65.2383350099881
1985,65.6193774340018
1986,65.9669557725839
1987,66.3160562284796
1988,66.5958844351471
1989,66.9194456290235
1990,67.1367306140409
1991,67.3585740255756
1992,67.8801358356371
1993,68.3514434863793
1994,68.6173789323175
1995,68.915346459883
1996,69.170787380775
1997,69.560703705093
1998,69.9804066239173
1999,70.1937153347804
2000,70.5648943161561
2001,71.1535151995916
2002,71.5004215204092
2003,71.9487758174303
2004,72.0268499133635
2005,72.5556171344471
2006,72.9068005427683
2007,73.1497355240917
2008,73.0981444372144
2009,73.6498977789986
2010,73.8764618060214
2011,74.1473253353467
2012,74.3960602356806
2013,74.6450309789606
2014,74.9035481589618
2015,75.1233074764099
2016,75.3221268468603
2017,75.386163388724
2018,75.8016818753815
2019,76.0022593223187
2020,75.9362494445958
1960,46.8792437300227
1961,47.3655201006931
1962,47.7895519359472
1963,48.1878701926884
1964,48.6706985975377
1965,47.6796696595786
1966,48.6699929927922
1967,49.3513417355876
1968,50.3995189611392
1969,50.8221165378613
1970,50.7691213667032
1971,50.1738502337691
1972,52.0023680132824
1973,52.4636112501074
1974,52.9234517769777
1975,53.3474414726839
1976,53.884096032353
1977,54.4875249773503
1978,54.9790591559295
1979,55.5667527309751
1980,56.1172152646252
1981,56.5528457766865
1982,57.0426718977201
1983,57.4796566910817
1984,58.0515819341024
1985,58.5665836274072
1986,59.0327601714472
1987,59.6224164579423
1988,60.0273415491619
1989,60.4662865938715
1990,60.8275467680032
1991,61.1354315209714
1992,61.6205564110476
1993,61.9013537912217
1994,62.157122558847
1995,62.5673205783796
1996,62.8767560985408
1997,63.2843625917263
1998,63.7100938162186
1999,64.1436129988107
2000,64.4992570826455
2001,64.8163549856725
2002,65.2226549082517
2003,65.5196872923742
2004,65.7429019912854
2005,66.1915034839954
2006,66.5920295829353
2007,66.8855187750209
2008,67.080383914217
2009,67.52846348155
2010,67.8661031408664
2011,68.2916591337467
2012,68.6727877940832
2013,69.066326855253
2014,69.4871005754351
2015,69.8742623697907
2016,70.2198833618588
2017,70.5420565547556
2018,70.7977056572048
2019,71.0165829551575
2020,70.0301281204141
1960,41.6419282763938
1961,46.5790100707824
1962,53.2899746452349
1963,53.8139794234073
1964,54.4994545466496
1965,54.4597231409874
1966,55.5498610762229
1967,56.3543042753401
1968,56.7848410350692
1969,57.4218078038784
1970,58.0359810662576
1971,58.8612235821767
1972,59.4392046868281
1973,60.2941451768344
1974,60.9150648167955
1975,61.6435710062885
1976,62.4084547586477
1977,63.1067011616813
1978,63.6791940850321
1979,64.2480888449761
1980,64.7246617077303
1981,65.2004412207158
1982,65.6713270440851
1983,66.0484919299221
1984,66.4430486590302
1985,66.8105251389422
1986,67.1559199808667
1987,67.5010459300827
1988,67.7459478441195
1989,68.0667644030141
1990,68.2703840444406
1991,68.4967783816961
1992,68.963898746754
1993,69.4007046680865
1994,69.6687364399995
1995,69.9229127170685
1996,70.2073215369805
1997,70.5839910390751
1998,70.9706874128017
1999,71.1728399952965
2000,71.5526867881704
2001,72.113288413433
2002,72.4426719737808
2003,72.8648235375084
2004,72.9635672409052
2005,73.4379270781757
2006,73.7922211841254
2007,74.0352241032191
2008,74.0051613180196
2009,74.5328568487039
2010,74.7343153672567
2011,74.9712061946878
2012,75.2296634691196
2013,75.4794613147134
2014,75.731536971064
2015,75.9488318410236
2016,76.1381488981134
2017,76.212291215835
2018,76.5947948566119
2019,76.7970078679726
2020,76.7626813353234
1960,64.4531617340488
1961,64.7065293439555
1962,64.582113973807
1963,65.0227778525139
1964,65.5295169463421
1965,65.3513515223525
1966,65.4111755096408
1967,65.3103284371066
1968,65.3627740874881
1969,65.0641169416266
1970,65.718312082033
1971,65.9646571193488
1972,66.0405158676544
1973,66.1553862690806
1974,66.2480556761695
1975,66.0694187014672
1976,66.0482435606873
1977,66.058020794312
1978,66.1688450980093
1979,66.0997377065165
1980,66.341501467662
1981,66.5998510398494
1982,66.9860601117904
1983,67.0481341663043
1984,66.9395374524465
1985,67.3781203983832
1986,68.4322541420556
1987,68.621416300912
1988,68.5900666448265
1989,68.7119449428512
1990,68.5827442448891
1991,68.3413885658077
1992,67.1772814262312
1993,66.1748582418321
1994,66.1560598131724
1995,66.1953786929925
1996,66.8625215835417
1997,67.5059712952438
1998,67.8435036533978
1999,67.4391882608881
2000,67.6033710320653
2001,67.7489930065596
2002,67.8388759216773
2003,67.9585859395451
2004,68.3074280975041
2005,68.3823219019124
2006,69.0362855721712
2007,69.5577266923197
2008,69.8824841567145
2009,70.4630417732408
2010,70.7670247830119
2011,71.2187153266866
2012,71.6521714741502
2013,72.1046427684846
2014,72.3086392341267
2015,72.5877307625611
2016,72.8986354044628
2017,73.4079161270396
2018,73.609526510201
2019,73.9038168042535
2020,72.2596184664053
1960,67.5140855755339
1961,67.7878903888186
1962,67.6559832243442
1963,67.9893122583701
1964,68.5171346479886
1965,68.4985872301678
1966,68.6809603766097
1967,68.6944950118235
1968,68.6692972640374
1969,68.4614094272636
1970,68.9376272230242
1971,69.1318085723824
1972,69.3517236412737
1973,69.4663018557541
1974,69.679545033249
1975,69.630910163216
1976,69.756780647099
1977,69.9647177105065
1978,70.0380196480182
1979,70.153791542971
1980,70.2849007617513
1981,70.576375030527
1982,70.8859084462294
1983,70.9330016035452
1984,71.0555261092366
1985,71.2533578344798
1986,71.8302310067558
1987,72.054175187787
1988,72.1392361631104
1989,72.2627483914534
1990,72.2440733968667
1991,72.1770611907788
1992,71.9005750443729
1993,71.5376597854124
1994,71.707648606212
1995,71.7962685434349
1996,72.2317041308891
1997,72.6344568701979
1998,72.9556923542282
1999,72.917952034864
2000,73.1320978054721
2001,73.3925975751648
2002,73.502906706096
2003,73.6134575112771
2004,74.0545397222629
2005,74.1946292992819
2006,74.6931967672515
2007,75.0510618055386
2008,75.3125626011044
2009,75.7015117512838
2010,75.9863401298776
2011,76.4585634005608
2012,76.6431998484555
2013,76.9860493522394
2014,77.2964507938799
2015,77.2313232302049
2016,77.5651496181553
2017,77.7786266109075
2018,77.9114517370265
2019,78.1717263005861
2020,77.0253239943765
1960,53.364
1961,53.895
1962,54.401
1963,54.88
1964,55.305
1965,55.664
1966,55.942
1967,56.213
1968,56.487
1969,56.654
1970,57.152
1971,57.633
1972,58.205
1973,58.837
1974,59.526
1975,60.232
1976,60.89
1977,61.559
1978,62.153
1979,62.696
1980,63.191
1981,63.662
1982,64.11
1983,64.528
1984,65.171
1985,65.811
1986,66.535
1987,67.3
1988,68.056
1989,68.749
1990,69.348
1991,69.625
1992,70.117
1993,70.345
1994,70.757
1995,71.041
1996,71.362
1997,71.681
1998,72.045
1999,72.463
2000,72.839
2001,73.24
2002,73.613
2003,73.975
2004,74.279
2005,74.514
2006,74.689
2007,74.844
2008,74.983
2009,75.184
2010,75.43
2011,75.743
2012,76.062
2013,76.369
2014,76.622
2015,76.789
2016,76.763
2017,76.972
2018,77.094
2019,77.297
2020,72.153
1960,45.373
1961,46.024
1962,46.843
1963,47.672
1964,48.47
1965,49.128
1966,49.504
1967,49.538
1968,49.897
1969,49.797
1970,50.013
1971,50.386
1972,50.765
1973,50.852
1974,51.838
1975,52.591
1976,53.365
1977,54.134
1978,54.99
1979,55.802
1980,56.628
1981,57.138
1982,57.948
1983,58.888
1984,59.73
1985,60.542
1986,61.261
1987,62.137
1988,62.98
1989,63.628
1990,64.146
1991,64.755
1992,65.031
1993,65.468
1994,65.816
1995,66.312
1996,66.742
1997,67.197
1998,67.471
1999,67.737
2000,68.007
2001,68.308
2002,68.564
2003,68.402
2004,68.613
2005,68.779
2006,68.977
2007,69.128
2008,69.319
2009,69.48
2010,69.664
2011,69.88
2012,70.085
2013,70.052
2014,70.415
2015,70.483
2016,70.844
2017,71.302
2018,71.367
2019,71.358
2020,70.99
1960,69.2842936017095
1961,69.7133686713241
1962,69.6739528150141
1963,69.8329171688478
1964,70.3885533200988
1965,70.46123373886
1966,70.7078191096852
1967,70.8915399421815
1968,70.8043625801134
1969,70.7163993344506
1970,71.1411633358106
1971,71.292517959097
1972,71.6457710712623
1973,71.7506143266728
1974,72.0846937172071
1975,72.1575534741485
1976,72.4817907788254
1977,72.9235223447312
1978,73.0809016875311
1979,73.427769390903
1980,73.5806543830232
1981,73.8595949758479
1982,74.2041010688991
1983,74.2799946365262
1984,74.6837309856392
1985,74.8132403239186
1986,75.102412939651
1987,75.4272786916609
1988,75.6152815130453
1989,75.7965403425082
1990,75.8674113283207
1991,76.016748880576
1992,76.3745581161004
1993,76.4800963246981
1994,76.7917154931914
1995,76.94826725877
1996,77.2131102570114
1997,77.5766012449154
1998,77.792738970178
1999,78.0166557962253
2000,78.2708354495098
2001,78.5936835934989
2002,78.6821261833129
2003,78.7053554347709
2004,79.2769659051301
2005,79.4246150402461
2006,79.8548661591684
2007,80.0995395120875
2008,80.3025946746987
2009,80.5056602818764
2010,80.7475121757345
2011,81.2340243443867
2012,81.2280947420086
2013,81.5136267906737
2014,81.944915915146
2015,81.5712888246472
2016,81.9563383126483
2017,81.934533072359
2018,82.0515528107846
2019,82.3277560167223
2020,81.537121911795
1960,37.5
1961,37.974
1962,38.393
1963,38.774
1964,39.24
1965,39.554
1966,39.882
1967,40.09
1968,40.38
1969,40.722
1970,41.09
1971,41.483
1972,41.848
1973,42.252
1974,42.243
1975,42.24
1976,42.656
1977,43.175
1978,43.561
1979,43.972
1980,44.585
1981,44.905
1982,44.86
1983,45.323
1984,45.777
1985,46.145
1986,47.075
1987,47.333
1988,48.015
1989,47.828
1990,49.769
1991,50.607
1992,52.465
1993,53.234
1994,54.1
1995,54.914
1996,55.756
1997,56.312
1998,49.158
1999,43.397
2000,56.111
2001,58.298
2002,58.811
2003,59.409
2004,59.899
2005,60.597
2006,61.611
2007,62.116
2008,62.573
2009,63.328
2010,63.787
2011,64.402
2012,64.838
2013,65.067
2014,65.6
2015,66.033
2016,66.289
2017,66.577
2018,67.067
2019,67.3
2020,67.133
1960,69.1092682926829
1961,69.4804878048781
1962,69.5190243902439
1963,69.6812195121951
1964,70.399756097561
1965,70.8092682926829
1966,71.0551219512195
1967,71.2529268292683
1968,71.5378048780488
1969,71.0575609756098
1970,72.0273170731707
1971,71.630243902439
1972,72.8180487804878
1973,72.6107317073171
1974,72.969756097561
1975,73.3187804878049
1976,73.6426829268293
1977,74.1319512195122
1978,74.2956097560976
1979,74.8187804878049
1980,75.3492682926829
1981,75.5285365853659
1982,76.1341463414634
1983,75.9090243902439
1984,76.2953658536586
1985,76.259512195122
1986,76.5104878048781
1987,76.7280487804878
1988,76.7470731707317
1989,76.8136585365854
1990,76.8375609756098
1991,76.9712195121951
1992,77.41
1993,77.5465853658537
1994,77.9014634146342
1995,77.9807317073171
1996,78.1204878048781
1997,78.6041463414634
1998,78.6658536585366
1999,78.7170731707317
2000,78.9658536585366
2001,79.3682926829268
2002,79.5682926829268
2003,79.619512195122
2004,79.8707317073171
2005,80.1707317073171
2006,80.8219512195122
2007,80.8731707317073
2008,81.1756097560976
2009,81.4756097560976
2010,81.6268292682927
2011,82.4756097560976
2012,82.4268292682927
2013,83.0780487804878
2014,83.2292682926829
2015,82.8317073170732
2016,83.3292682926829
2017,83.2829268292683
2018,83.4317073170732
2019,83.8317073170732
2020,82.3341463414634
1960,68.933512195122
1961,68.9621219512195
1962,68.7918048780488
1963,69.2101219512195
1964,70.0573170731707
1965,69.6807317073171
1966,69.627756097561
1967,69.9401463414634
1968,69.7512195121951
1969,69.2659024390244
1970,69.4100975609756
1971,69.8151707317073
1972,69.5921463414634
1973,69.7994634146342
1974,70.0786097560976
1975,69.3543658536585
1976,68.9256829268293
1977,69.3248292682927
1978,68.9206097560976
1979,68.7858536585366
1980,68.7956341463415
1981,68.9780487804878
1982,69.1268292682927
1983,69.3756097560976
1984,69.2780487804878
1985,69.3804878048781
1986,70.0853658536585
1987,70.6439024390244
1988,70.6975609756098
1989,70.0390243902439
1990,69.4756097560976
1991,69.3731707317073
1992,68.8634146341464
1993,67.909756097561
1994,66.5
1995,67.5439024390244
1996,69.6121951219512
1997,69.809756097561
1998,69.3585365853659
1999,70.0634146341463
2000,70.4170731707317
2001,70.2585365853659
2002,70.9048780487805
2003,71.3170731707317
2004,71.909756097561
2005,72.5682926829268
2006,72.6914634146341
2007,72.8146341463415
2008,73.7707317073171
2009,74.8243902439024
2010,75.4292682926829
2011,76.2292682926829
2012,76.3268292682927
2013,77.1414634146341
2014,77.0341463414634
2015,77.590243902439
2016,77.6414634146342
2017,78.0926829268293
2018,78.2439024390244
2019,78.6463414634147
2020,78.3463414634146
1960,40.33
1961,40.995
1962,41.403
1963,41.956
1964,42.275
1965,42.444
1966,40.15
1967,42.692
1968,42.844
1969,42.83
1970,42.815
1971,42.892
1972,41.55
1973,41.635
1974,39.453
1975,39.356
1976,41.895
1977,41.893
1978,41.9
1979,42.807
1980,43.217
1981,43.608
1982,43.767
1983,36.036
1984,36.429
1985,37.364
1986,37.811
1987,45.44
1988,45.061
1989,45.036
1990,44.557
1991,46.13
1992,46.901
1993,47.394
1994,47.861
1995,48.302
1996,48.924
1997,49.514
1998,49.927
1999,49.425
2000,50.538
2001,51.043
2002,51.517
2003,52.533
2004,53.235
2005,54.008
2006,55.149
2007,56.426
2008,57.592
2009,58.804
2010,59.73
2011,60.721
2012,61.543
2013,62.373
2014,62.905
2015,63.649
2016,64.392
2017,64.838
2018,65.412
2019,65.838
2020,65.371
1960,69.0376063612116
1961,69.4373542996767
1962,69.281273112039
1963,69.6412704704522
1964,70.1609188571848
1965,70.270865130013
1966,70.5823518608765
1967,70.5898441975846
1968,70.5959323905506
1969,70.4218024321978
1970,70.8223569305548
1971,70.9657980057439
1972,71.3505399789407
1973,71.4688037660151
1974,71.7799029605556
1975,71.7989667427251
1976,72.0691482857956
1977,72.3941776016688
1978,72.4851101767566
1979,72.7669849442334
1980,72.7896062169941
1981,73.125229633857
1982,73.4033455831051
1983,73.4488992135147
1984,73.7404817206476
1985,73.8154733095526
1986,74.0715647033114
1987,74.3245337253516
1988,74.5267769441227
1989,74.6546494823474
1990,74.6973268751305
1991,74.8099607606176
1992,75.1268928818128
1993,75.2554013396409
1994,75.5257365222868
1995,75.6712437555643
1996,75.9240218299761
1997,76.2418754686719
1998,76.5112416250113
1999,76.7452001888737
2000,77.0753168840645
2001,77.4229501748974
2002,77.531003298642
2003,77.5893359969316
2004,78.1144998957159
2005,78.2714286678124
2006,78.668010036854
2007,78.9018190892451
2008,79.1252964098769
2009,79.3576360232168
2010,79.6300337124674
2011,80.1387421492485
2012,80.1576594861261
2013,80.4647937689601
2014,80.8719823965856
2015,80.5684394242096
2016,80.9512974807301
2017,80.9325986173981
2018,81.0287289990803
2019,81.3148579639404
2020,80.465036669156
1960,46.2252955444282
1961,46.5391350752339
1962,46.8819763514612
1963,47.1840552573465
1964,47.6964558406786
1965,47.8036736658156
1966,47.7732699835793
1967,48.0107564761491
1968,48.4358984688915
1969,48.5377511890269
1970,48.920804436984
1971,49.4954149350551
1972,49.5020026884402
1973,50.0981733031627
1974,50.2320112864777
1975,50.4784700779001
1976,50.9421472593722
1977,51.4724857095257
1978,51.6033528478822
1979,51.8469885951183
1980,52.0698136253604
1981,52.2030003128574
1982,52.1813391067454
1983,51.5748395302027
1984,51.4265836713756
1985,51.5998831748485
1986,52.2242531509425
1987,52.6734537504176
1988,52.2421599230928
1989,53.2756537971067
1990,53.2947098731796
1991,53.3008184400536
1992,53.2736428664108
1993,53.6650324884252
1994,54.2809893014614
1995,53.9956541998426
1996,54.0733874490802
1997,54.37052616079
1998,54.1567607414014
1999,54.8736286945349
2000,55.503343302546
2001,55.7216580826971
2002,56.1419063344594
2003,56.411794202772
2004,56.6585573012509
2005,57.0517009642333
2006,57.5370914706152
2007,58.004502240224
2008,58.0142304448741
2009,59.0588441994858
2010,59.3052898357327
2011,59.9640522553333
2012,60.1643705254942
2013,60.4637796991231
2014,60.7077162927186
2015,61.0120470695535
2016,61.28976699597
2017,61.6542512200114
2018,61.9691504434632
2019,62.2667485467822
2020,61.7595609879609
1960,68.819756097561
1961,68.8441463414634
1962,68.5778048780488
1963,69.0126829268293
1964,69.2209756097561
1965,68.9778048780488
1966,69.4770731707317
1967,69.6665853658537
1968,69.6163414634146
1969,69.5034146341464
1970,70.179512195122
1971,70.0175609756098
1972,70.7073170731707
1973,71.2236585365854
1974,71.1348780487805
1975,71.6736585365854
1976,71.8129268292683
1977,72.350243902439
1978,72.8970731707317
1979,73.1553658536586
1980,73.44
1981,73.7465853658537
1982,74.2980487804878
1983,74.2009756097561
1984,74.5190243902439
1985,74.2229268292683
1986,74.56
1987,74.5919512195122
1988,74.5770731707317
1989,74.7921951219512
1990,74.8131707317073
1991,75.2275609756098
1992,75.4553658536585
1993,75.7051219512195
1994,76.3956097560976
1995,76.409512195122
1996,76.6934146341464
1997,76.8785365853659
1998,77.0907317073171
1999,77.2912195121951
2000,77.4658536585366
2001,77.9658536585366
2002,78.119512195122
2003,78.3682926829268
2004,78.7146341463415
2005,78.8170731707317
2006,79.2146341463415
2007,79.2634146341464
2008,79.5682926829268
2009,79.719512195122
2010,79.8707317073171
2011,80.4707317073171
2012,80.6268292682927
2013,80.9756097560976
2014,81.1804878048781
2015,81.4804878048781
2016,81.4292682926829
2017,81.6317073170732
2018,81.7341463414634
2019,81.9829268292683
2020,82.1317073170732
1960,57.588
1961,58.199
1962,58.934
1963,59.552
1964,60.219
1965,60.805
1966,61.154
1967,61.576
1968,61.772
1969,61.538
1970,61.713
1971,61.796
1972,61.784
1973,61.022
1974,61.686
1975,61.852
1976,61.975
1977,62.273
1978,62.527
1979,62.941
1980,62.734
1981,62.729
1982,62.793
1983,63.29
1984,63.892
1985,64.526
1986,64.715
1987,64.936
1988,65.149
1989,65.277
1990,65.508
1991,65.643
1992,65.827
1993,65.928
1994,66.125
1995,66.286
1996,66.408
1997,66.448
1998,66.68
1999,66.763
2000,66.31
2001,66.34
2002,65.748
2003,66.177
2004,66.424
2005,66.632
2006,66.855
2007,66.826
2008,66.935
2009,67.089
2010,67.328
2011,67.523
2012,67.552
2013,67.428
2014,67.376
2015,66.844
2016,67.24
2017,67.79
2018,67.81
2019,67.893
2020,67.924
1960,69.8682926829268
1961,70.1170731707317
1962,70.3146341463415
1963,70.5146341463415
1964,70.6634146341463
1965,70.8121951219512
1966,70.9609756097561
1967,71.1609756097561
1968,71.309756097561
1969,71.4585365853659
1970,71.6585365853659
1971,71.9073170731707
1972,72.1073170731707
1973,72.3560975609756
1974,72.6048780487805
1975,72.8536585365854
1976,73.1024390243903
1977,73.3512195121951
1978,73.6024390243903
1979,73.8512195121951
1980,74.0512195121951
1981,74.3
1982,74.5
1983,74.8
1984,75.0
1985,75.3
1986,75.6
1987,75.8
1988,76.1
1989,76.3487804878049
1990,76.6
1991,76.8487804878049
1992,77.1
1993,77.3
1994,77.6487804878049
1995,77.7512195121951
1996,77.9536585365854
1997,78.3048780487805
1998,78.6048780487805
1999,78.7560975609756
2000,79.0560975609756
2001,79.1585365853659
2002,79.2609756097561
2003,79.1146341463415
2004,80.1634146341463
2005,80.1634146341463
2006,80.8121951219512
2007,81.1121951219512
2008,81.2146341463415
2009,81.4146341463415
2010,81.6634146341463
2011,82.1146341463415
2012,81.9682926829268
2013,82.219512195122
2014,82.719512195122
2015,82.3219512195122
2016,82.5731707317073
2017,82.5756097560976
2018,82.6756097560976
2019,82.8268292682927
2020,82.1756097560976
1973,74.4975609756098
1978,75.9853658536585
1986,75.2658536585366
1987,75.4658536585366
1988,75.7146341463415
1989,75.9146341463415
1990,76.1146341463415
1991,76.3634146341464
1992,76.6146341463415
1993,76.9146341463415
1994,77.1658536585366
1995,77.3658536585366
1996,77.5682926829268
1997,77.8219512195122
1998,78.0268292682927
1999,78.2317073170732
2000,78.4365853658537
2001,78.6414634146341
2002,78.8439024390244
2003,78.9439024390244
2004,79.0926829268293
2005,79.290243902439
2006,79.6390243902439
2007,79.9878048780488
2008,80.1365853658537
2009,80.3853658536585
2010,80.6878048780488
2011,80.9390243902439
2012,81.190243902439
2013,81.4414634146341
2014,81.5926829268293
2015,81.7926829268293
2016,82.0926829268293
2017,82.2926829268293
2018,82.5439024390244
2019,82.7926829268293
2020,83.0926829268293
1960,56.409
1961,57.11
1962,57.803
1963,58.176
1964,58.532
1965,59.11
1966,59.337
1967,59.873
1968,60.193
1969,60.662
1970,61.035
1971,61.518
1972,61.781
1973,62.139
1974,62.499
1975,62.802
1976,63.092
1977,63.363
1978,63.72
1979,63.78
1980,64.212
1981,64.478
1982,64.821
1983,65.282
1984,65.749
1985,65.97
1986,66.172
1987,66.292
1988,66.859
1989,67.096
1990,67.425
1991,67.619
1992,67.832
1993,68.059
1994,68.095
1995,68.553
1996,68.776
1997,69.229
1998,69.465
1999,69.706
2000,69.769
2001,70.479
2002,69.46
2003,70.76
2004,70.838
2005,70.884
2006,71.093
2007,71.06
2008,71.137
2009,71.112
2010,71.233
2011,71.318
2012,71.398
2013,71.499
2014,71.529
2015,71.408
2016,71.595
2017,71.467
2018,71.318
2019,71.077
2020,70.674
1960,46.575
1961,47.228
1962,47.838
1963,48.479
1964,49.048
1965,49.752
1966,50.349
1967,50.892
1968,51.439
1969,51.957
1970,52.555
1971,53.073
1972,53.605
1973,54.057
1974,54.567
1975,55.035
1976,55.569
1977,56.089
1978,56.659
1979,57.053
1980,57.454
1981,57.816
1982,58.106
1983,58.601
1984,58.894
1985,59.311
1986,59.641
1987,59.894
1988,60.006
1989,60.265
1990,60.311
1991,60.397
1992,60.545
1993,60.718
1994,60.701
1995,60.704
1996,60.612
1997,60.662
1998,60.79
1999,60.849
2000,61.069
2001,61.27
2002,61.292
2003,61.671
2004,61.838
2005,61.959
2006,62.375
2007,62.618
2008,63.083
2009,63.303
2010,63.898
2011,64.045
2012,64.587
2013,64.776
2014,64.974
2015,65.46
2016,65.802
2017,66.189
2018,66.306
2019,66.603
